,area_type,location,total_sqft,bath,balcony,price,BHK,price_per_sqft
8531,Super built-up  Area,Varthur Road,1033.0,2.0,2.0,32.0,2,3097.773475314618
8533,Plot  Area,Kadabagere,520.0,2.0,0.0,29.0,1,5576.923076923077
8534,Super built-up  Area,OMBR Layout,1165.0,2.0,2.0,88.5,2,7596.56652360515
8535,Super built-up  Area,Gottigere,1280.0,2.0,1.0,61.0,2,4765.625
8537,Plot  Area,BTM 4th Stage,600.0,1.0,0.0,58.0,1,9666.666666666666
8538,Super built-up  Area,Kanakpura Road,1550.0,3.0,3.0,65.1,3,4199.999999999999
8539,Super built-up  Area,Nagavarapalya,1392.0,2.0,1.0,130.0,2,9339.080459770115
8540,Super built-up  Area,Jigani,1221.0,3.0,3.0,75.0,3,6142.506142506142
8542,Built-up  Area,KR Garden,1300.0,2.0,2.0,60.0,2,4615.384615384615
8543,Built-up  Area,Hoskote,1065.0,2.0,3.0,31.5,2,2957.7464788732395
8544,Built-up  Area,Yelahanka New Town,1209.0,2.0,3.0,65.0,3,5376.344086021505
8547,Super built-up  Area,Sarjapur  Road,1929.0,4.0,1.0,101.0,3,5235.873509590461
8548,Built-up  Area,Hennur Road,1255.0,2.0,1.0,84.0,2,6693.227091633466
8549,Super built-up  Area,Jalahalli,1035.0,2.0,1.0,31.05,2,3000.0
8551,Super built-up  Area,Banashankari,1650.0,3.0,2.0,101.0,3,6121.212121212121
8552,Built-up  Area,Whitefield,1275.0,2.0,3.0,65.0,3,5098.0392156862745
8553,Super built-up  Area,Electronic City,1128.0,2.0,1.0,65.58,2,5813.829787234043
8554,Super built-up  Area,Raja Rajeshwari Nagar,1140.0,2.0,2.0,38.55,2,3381.578947368421
8556,Super built-up  Area,Thanisandra,1183.0,2.0,2.0,58.56,2,4950.126796280642
8557,Super built-up  Area,Whitefield,1155.0,2.0,1.0,39.0,2,3376.6233766233768
8558,Super built-up  Area,Kengeri,1245.0,2.0,2.0,43.57,3,3499.598393574297
8559,Built-up  Area,Akshaya Nagar,1000.0,2.0,1.0,38.0,2,3800.0
8560,Super built-up  Area,7th Phase JP Nagar,1040.0,2.0,1.0,75.0,2,7211.538461538462
8561,Super built-up  Area,Ardendale,2062.0,3.0,2.0,140.0,4,6789.524733268671
8562,Super built-up  Area,Kundalahalli Colony,1477.0,2.0,2.0,75.0,3,5077.860528097495
8564,Super built-up  Area,Sarjapur  Road,1525.0,2.0,2.0,65.0,3,4262.295081967213
8565,Plot  Area,Carmelaram,2000.0,2.0,2.0,120.0,3,6000.0
8566,Super built-up  Area,Kaverappa Layout,1220.0,2.0,1.0,65.0,2,5327.868852459016
8567,Super built-up  Area,Hebbal,2388.0,3.0,1.0,195.0,3,8165.829145728643
8568,Super built-up  Area,Electronic City,1355.0,2.0,1.0,97.6,2,7202.952029520296
8569,Built-up  Area,Whitefield,1141.0,2.0,1.0,62.0,2,5433.829973707274
8570,Super built-up  Area,Vijayanagar,1046.0,2.0,0.0,49.06,2,4690.248565965583
8571,Super built-up  Area,Bannerghatta Road,630.0,1.0,2.0,35.0,1,5555.555555555556
8572,Super built-up  Area,Pattandur Agrahara,1247.0,2.0,2.0,62.35,2,5000.0
8573,Built-up  Area,Marathahalli,3855.0,4.0,3.0,220.0,4,5706.874189364462
8574,Super built-up  Area,Geddalahalli,850.0,2.0,1.0,32.5,2,3823.529411764706
8575,Super built-up  Area,KR Puram,1120.0,2.0,2.0,36.0,2,3214.285714285714
8577,Super built-up  Area,Jakkur,1798.0,3.0,1.0,110.0,3,6117.908787541713
8578,Built-up  Area,Bisuvanahalli,1180.0,2.0,1.0,45.0,3,3813.5593220338983
8579,Super built-up  Area,Kereguddadahalli,1000.0,2.0,1.0,34.0,2,3400.0
8580,Super built-up  Area,Whitefield,1216.0,2.0,1.0,82.0,2,6743.421052631579
8581,Built-up  Area,Margondanahalli,900.0,2.0,0.0,65.0,2,7222.222222222223
8582,Built-up  Area,TC Palaya,1100.0,2.0,0.0,65.0,2,5909.090909090909
8583,Super built-up  Area,Badavala Nagar,1842.0,3.0,2.0,115.0,3,6243.213897937025
8584,Super built-up  Area,Bisuvanahalli,1075.0,2.0,1.0,43.0,3,4000.0
8585,Super built-up  Area,Whitefield,1495.0,3.0,3.0,88.0,2,5886.28762541806
8586,Super built-up  Area,Kanakpura Road,1700.0,3.0,3.0,120.0,3,7058.823529411765
8587,Super built-up  Area,Whitefield,1564.0,3.0,1.0,103.0,3,6585.677749360614
8588,Super built-up  Area,Reliaable Tranquil Layout,1256.0,2.0,1.0,65.0,2,5175.15923566879
8589,Super built-up  Area,Kundalahalli,1047.0,2.0,1.0,89.0,2,8500.477554918816
8590,Super built-up  Area,Bhoganhalli,1458.0,3.0,1.0,78.45,3,5380.658436213992
8591,Super built-up  Area,Hoodi,1063.0,2.0,1.0,61.17,2,5754.468485418626
8593,Super built-up  Area,Garudachar Palya,1150.0,2.0,1.0,52.5,2,4565.217391304348
8595,Built-up  Area,Ramamurthy Nagar,1360.0,2.0,0.0,45.0,2,3308.823529411765
8596,Built-up  Area,Marathahalli,1605.0,3.0,2.0,76.0,3,4735.202492211838
8598,Super built-up  Area,Haralur Road,1810.0,3.0,2.0,100.0,3,5524.861878453039
8599,Super built-up  Area,LB Shastri Nagar,1250.0,2.0,2.0,48.5,2,3880.0
8600,Super built-up  Area,Poorna Pragna Layout,1475.0,2.0,2.0,58.99,3,3999.322033898305
8602,Super built-up  Area,Dommasandra,850.0,2.0,1.0,25.4,2,2988.235294117647
8603,Built-up  Area,Electronic City Phase II,1025.0,2.0,1.0,26.65,2,2600.0
8604,Built-up  Area,Uttarahalli,980.0,2.0,1.0,45.0,2,4591.836734693878
8605,Super built-up  Area,Basavanagara,1428.0,2.0,1.0,70.0,3,4901.9607843137255
8606,Super built-up  Area,Shanti Nagar,1130.0,2.0,2.0,74.0,2,6548.672566371682
8607,Super built-up  Area,Kanakpura Road,1592.0,3.0,2.0,125.0,3,7851.75879396985
8608,Super built-up  Area,JP Nagar,2050.0,3.0,3.0,82.0,3,4000.0
8609,Super built-up  Area,Bagalur,1407.0,2.0,1.0,83.87,2,5960.90973702914
8611,Super built-up  Area,Whitefield,1585.0,3.0,1.0,84.0,3,5299.6845425867505
8612,Built-up  Area,Jakkur,1785.0,3.0,2.0,130.0,3,7282.913165266106
8613,Built-up  Area,BSM Extension,900.0,2.0,3.0,45.0,2,5000.0
8615,Super built-up  Area,Kanakpura Road,1843.0,3.0,2.0,96.2,3,5219.750406945198
8617,Super built-up  Area,RPC layout,1200.0,2.0,1.0,67.0,2,5583.333333333333
8618,Super built-up  Area,Akshaya Nagar,1113.0,2.0,1.0,52.0,2,4672.057502246182
8619,Super built-up  Area,Uttarahalli,1125.0,2.0,1.0,47.0,2,4177.777777777777
8620,Plot  Area,Whitefield,1200.0,3.0,1.0,56.0,3,4666.666666666667
8621,Super built-up  Area,Anekal,1150.0,3.0,2.0,45.0,3,3913.0434782608695
8622,Super built-up  Area,Yeshwanthpur,770.0,1.0,1.0,70.0,2,9090.90909090909
8623,Super built-up  Area,Kodichikkanahalli,1181.0,2.0,2.0,57.0,2,4826.418289585097
8624,Super built-up  Area,Kanakpura Road,1550.0,3.0,3.0,64.7,3,4174.193548387097
8625,Super built-up  Area,1st Phase JP Nagar,1200.0,2.0,2.0,86.0,2,7166.666666666667
8626,Super built-up  Area,Raja Rajeshwari Nagar,1295.0,2.0,2.0,55.47,2,4283.397683397683
8628,Super built-up  Area,Lingadheeranahalli,1506.0,3.0,1.0,95.0,3,6308.100929614874
8629,Built-up  Area,"HSR Layout 7th sector, ",1872.0,3.0,2.0,152.0,3,8119.65811965812
8630,Super built-up  Area,Sarjapur  Road,2900.0,4.0,2.0,240.0,4,8275.862068965518
8631,Super built-up  Area,Abbigere,1326.0,2.0,1.0,35.0,3,2639.517345399698
8632,Super built-up  Area,Talaghattapura,1040.0,2.0,1.0,33.28,2,3200.0
8634,Super built-up  Area,Hennur,1020.0,2.0,1.0,48.0,2,4705.882352941177
8635,Super built-up  Area,Gokula Extension,1400.0,3.0,2.0,90.0,3,6428.571428571428
8636,Super built-up  Area,Neeladri Nagar,4000.0,12.0,2.0,160.0,10,4000.0
8637,Plot  Area,Weavers Colony,812.0,1.0,1.0,26.0,1,3201.9704433497536
8638,Super built-up  Area,Vidyaranyapura,1100.0,2.0,1.0,54.0,2,4909.090909090909
8639,Super built-up  Area,Kodathi,829.0,2.0,1.0,22.8,2,2750.301568154403
8642,Super built-up  Area,Kanakpura Road,1500.0,3.0,1.0,72.99,3,4865.999999999999
8643,Built-up  Area,Ananth Nagar,850.0,2.0,1.0,25.99,2,3057.6470588235293
8644,Built-up  Area,Kaval Byrasandra,1180.0,2.0,2.0,60.0,2,5084.745762711865
8646,Super built-up  Area,Thigalarapalya,2215.0,4.0,2.0,150.0,3,6772.009029345372
8647,Super built-up  Area,Channasandra,1010.0,2.0,1.0,36.0,2,3564.3564356435645
8648,Built-up  Area,Marathahalli,1350.0,2.0,2.0,60.0,2,4444.444444444444
8649,Built-up  Area,Talaghattapura,1100.0,2.0,0.0,50.0,2,4545.454545454545
8650,Super built-up  Area,Kanakpura Road,1450.0,2.0,2.0,62.93,3,4340.0
8651,Super built-up  Area,Raja Rajeshwari Nagar,1133.0,2.0,2.0,40.0,2,3530.45013239188
8652,Super built-up  Area,Thanisandra,1564.0,3.0,2.0,100.0,3,6393.861892583121
8654,Super built-up  Area,Thigalarapalya,2072.0,4.0,2.0,157.0,3,7577.220077220078
8656,Super built-up  Area,Kanakapura,1460.0,2.0,3.0,51.1,3,3500.0
8657,Super built-up  Area,A Narayanapura,600.0,2.0,1.0,35.0,1,5833.333333333333
8658,Super built-up  Area,Rachenahalli,1050.0,2.0,2.0,52.07,2,4959.047619047619
8659,Built-up  Area,"Judicial Layout, Kanakapura Road, ",700.0,2.0,1.0,35.0,2,5000.0
8660,Plot  Area,TC Palaya,1200.0,3.0,0.0,66.0,3,5500.0
8661,Super built-up  Area,Yelahanka,654.0,1.0,1.0,38.0,1,5810.397553516819
8662,Super built-up  Area,Ankappa Layout,1105.0,2.0,2.0,50.0,2,4524.886877828054
8663,Super built-up  Area,Hebbal Kempapura,1800.0,3.0,3.0,150.0,3,8333.333333333334
8665,Super built-up  Area,Kogilu,700.0,1.0,1.0,30.84,1,4405.714285714285
8666,Super built-up  Area,Amruthnagar,1000.0,2.0,1.0,51.0,2,5100.0
8667,Built-up  Area,HSR Layout,3500.0,5.0,0.0,350.0,5,10000.0
8668,Super built-up  Area,Gattahalli,1240.0,2.0,1.0,63.0,3,5080.645161290323
8669,Super built-up  Area,Bellandur,1200.0,2.0,3.0,45.0,2,3750.0
8670,Super built-up  Area,Yelahanka New Town,1400.0,2.0,2.0,80.0,3,5714.285714285715
8671,Super built-up  Area,HOSUR MAIN ROAD,1393.0,3.0,2.0,54.0,3,3876.5254845656855
8672,Super built-up  Area,Whitefield,1140.0,2.0,2.0,50.0,2,4385.964912280701
8674,Built-up  Area,Gulimangala,1640.0,3.0,2.0,70.0,3,4268.292682926829
8675,Plot  Area,Kithaganur,1200.0,2.0,0.0,62.0,2,5166.666666666667
8676,Built-up  Area,Rajaji Nagar,720.0,2.0,2.0,65.0,2,9027.777777777777
8677,Super built-up  Area,Yelenahalli,1650.0,3.0,3.0,68.0,3,4121.212121212121
8678,Super built-up  Area,Nagavara,2496.0,4.0,2.0,125.0,4,5008.01282051282
8679,Super built-up  Area,9th Phase JP Nagar,905.0,2.0,1.0,32.0,2,3535.9116022099447
8680,Super built-up  Area,HAL 2nd Stage,1600.0,3.0,1.0,125.0,3,7812.5
8681,Super built-up  Area,Chikkalasandra,1070.0,2.0,1.0,45.48,2,4250.467289719626
8683,Built-up  Area,Koramangala,1200.0,2.0,2.0,100.0,2,8333.333333333334
8685,Built-up  Area,8th Phase JP Nagar,2600.0,4.0,2.0,115.0,4,4423.076923076923
8686,Super built-up  Area,Old Airport Road,1145.0,2.0,2.0,75.0,2,6550.218340611354
8687,Super built-up  Area,Addischetan Layout,1495.0,3.0,2.0,55.0,3,3678.9297658862874
8689,Built-up  Area,Stage-4 Bommanahalli,1400.0,3.0,2.0,53.0,3,3785.714285714286
8690,Built-up  Area,Whitefield,1558.0,3.0,2.0,90.0,3,5776.636713735558
8691,Super built-up  Area,Balagere,1007.0,2.0,1.0,53.0,2,5263.1578947368425
8692,Super built-up  Area,Ananth Nagar,902.0,2.0,1.0,25.26,2,2800.4434589800444
8693,Super built-up  Area,Kallumantapa,1054.0,2.0,1.0,53.0,2,5028.462998102466
8694,Super built-up  Area,Uttarahalli,1135.0,2.0,3.0,39.73,3,3500.440528634361
8695,Super built-up  Area,Gollarapalya Hosahalli,996.0,2.0,2.0,49.0,2,4919.678714859438
8696,Super built-up  Area,Vimanapura,1275.0,2.0,2.0,47.0,2,3686.274509803922
8697,Plot  Area,NRI Layout,1250.0,2.0,0.0,75.0,2,6000.0
8698,Built-up  Area,Hennur,2502.0,4.0,2.0,170.0,4,6794.564348521183
8699,Super built-up  Area,Sadaramangala,1394.0,2.0,3.0,52.0,2,3730.2725968436157
8700,Super built-up  Area,Haralur Road,1243.0,2.0,2.0,46.0,2,3700.7240547063557
8701,Super built-up  Area,Whitefield,1216.0,2.0,1.0,75.0,2,6167.763157894737
8702,Super built-up  Area,Konena Agrahara,1075.0,2.0,1.0,57.0,2,5302.325581395349
8703,Plot  Area,Mysore Road,1800.0,2.0,2.0,42.3,3,2350.0
8704,Built-up  Area,Indira Nagar,1500.0,3.0,3.0,120.0,3,8000.0
8705,Super built-up  Area,Rayasandra,1708.0,3.0,1.0,76.0,4,4449.648711943794
8707,Built-up  Area,Jakkur Plantation,1800.0,4.0,3.0,115.0,3,6388.888888888889
8708,Super built-up  Area,Harlur,1532.0,2.0,1.0,65.0,2,4242.819843342037
8709,Super built-up  Area,Hosa Road,1726.0,3.0,2.0,81.99,3,4750.289687137891
8710,Super built-up  Area,Hanumanth Nagar,1220.0,2.0,2.0,54.89,2,4499.180327868852
8711,Super built-up  Area,Chikkalasandra,1100.0,2.0,2.0,50.0,2,4545.454545454545
8712,Super built-up  Area,Electronics City Phase 1,1530.0,3.0,3.0,40.0,3,2614.37908496732
8713,Super built-up  Area,Hosa Road,840.0,2.0,1.0,28.0,2,3333.3333333333335
8714,Super built-up  Area,Bommanahalli,1250.0,4.0,3.0,39.0,3,3120.0
8715,Super built-up  Area,CV Raman Nagar,1030.0,2.0,2.0,35.0,2,3398.0582524271845
8716,Super built-up  Area,Raghavendra Layout,1499.0,3.0,2.0,89.0,3,5937.291527685124
8717,Super built-up  Area,Varsova Layout,1280.0,2.0,3.0,55.0,3,4296.875
8718,Built-up  Area,Munnekollal,1170.0,2.0,2.0,59.0,2,5042.735042735043
8719,Plot  Area,Chikka Tirupathi,2646.0,3.0,2.0,99.0,3,3741.496598639456
8720,Super built-up  Area,Thirumenahalli,1161.0,2.0,3.0,36.69,2,3160.206718346253
8721,Plot  Area,Yelahanka,1633.0,2.0,1.0,72.0,2,4409.0630740967545
8722,Built-up  Area,Richards Town,1050.0,2.0,2.0,65.0,2,6190.476190476191
8724,Super built-up  Area,Varthur Road,552.5,1.0,0.0,13.26,1,2400.0
8725,Super built-up  Area,Attibele,418.0,2.0,1.0,11.5,1,2751.196172248804
8726,Super built-up  Area,Bhattarahalli,905.0,2.0,2.0,50.0,2,5524.861878453039
8727,Super built-up  Area,Raja Rajeshwari Nagar,1510.0,2.0,2.0,55.0,3,3642.384105960265
8728,Super built-up  Area,Chikkalasandra,1390.0,2.0,3.0,60.47,3,4350.359712230216
8729,Super built-up  Area,Kasturi Nagar,1101.0,2.0,2.0,66.0,2,5994.550408719346
8730,Super built-up  Area,Srirampura,2736.0,4.0,2.0,130.0,4,4751.461988304093
8731,Super built-up  Area,EPIP Zone,2350.0,4.0,2.0,163.0,3,6936.170212765957
8732,Super built-up  Area,Raja Rajeshwari Nagar 5th Stage,1056.0,2.0,2.0,55.0,2,5208.333333333333
8733,Super built-up  Area,Kanakpura Road,1425.0,2.0,2.0,49.88,3,3500.3508771929824
8734,Super built-up  Area,Electronics City Phase 1,1450.0,3.0,1.0,70.0,3,4827.586206896552
8735,Built-up  Area,Pai Layout,1000.0,2.0,2.0,34.0,2,3400.0
8736,Super built-up  Area,Haralur Road,575.0,1.0,1.0,38.0,1,6608.695652173913
8737,Super built-up  Area,Uttarahalli,1350.0,2.0,2.0,47.24,3,3499.259259259259
8738,Plot  Area,Kanakpura Road,2000.0,2.0,0.0,180.0,3,9000.0
8739,Built-up  Area,Raghavendra Layout,1770.0,3.0,2.0,90.0,3,5084.745762711865
8740,Super built-up  Area,Byadarahalli,3155.0,3.0,2.0,315.0,3,9984.152139461174
8741,Plot  Area,Anandapura,616.0,3.0,1.0,45.0,2,7305.194805194805
8742,Super built-up  Area,JP Nagar,745.0,1.0,0.0,34.27,1,4600.000000000001
8745,Super built-up  Area,Kudlu Gate,1547.0,2.0,2.0,103.0,2,6658.047834518423
8746,Super built-up  Area,Panathur,1713.0,3.0,1.0,120.0,3,7005.253940455342
8749,Super built-up  Area,Yeshwanthpur,1856.0,4.0,2.0,180.0,3,9698.275862068966
8750,Super built-up  Area,RMV Extension,1152.0,2.0,1.0,57.0,2,4947.916666666667
8751,Super built-up  Area,Dodda Nekkundi,1100.0,2.0,1.0,46.75,2,4250.0
8752,Super built-up  Area,Narayanapura,2357.0,3.0,2.0,135.0,3,5727.619855748833
8753,Super built-up  Area,Akshaya Nagar,1820.0,4.0,2.0,95.0,3,5219.780219780219
8754,Super built-up  Area,Kannamangala,1865.0,3.0,1.0,139.0,3,7453.083109919571
8755,Built-up  Area,Kanakpura Road,1240.0,2.0,2.0,65.0,2,5241.935483870968
8756,Super built-up  Area,Padmanabhanagar,1360.0,3.0,1.0,75.0,3,5514.705882352941
8757,Built-up  Area,ISRO Layout,4200.0,4.0,2.0,255.0,4,6071.428571428572
8758,Super built-up  Area,Electronics City Phase 1,1450.0,2.0,2.0,63.51,3,4380.0
8759,Super built-up  Area,Budigere,1139.0,2.0,2.0,72.0,2,6321.334503950834
8760,Super built-up  Area,Begur Road,1565.0,2.0,2.0,56.0,3,3578.2747603833864
8763,Super built-up  Area,Nagappa Reddy Layout,1200.0,2.0,2.0,39.0,2,3250.0
8764,Super built-up  Area,Yeshwanthpur,1855.0,3.0,3.0,140.0,3,7547.169811320755
8765,Plot  Area,Margondanahalli,1100.0,2.0,1.0,55.0,2,5000.0
8766,Built-up  Area,Arehalli,1350.0,2.0,2.0,65.0,3,4814.814814814815
8767,Super built-up  Area,Old Madras Road,2266.0,3.0,2.0,207.0,3,9135.03971756399
8768,Super built-up  Area,Hosur Road,660.0,1.0,1.0,23.0,1,3484.848484848485
8769,Built-up  Area,Kodihalli,1490.0,2.0,1.0,150.0,2,10067.114093959732
8770,Super built-up  Area,Kambipura,1083.0,2.0,1.0,48.0,3,4432.13296398892
8771,Super built-up  Area,Hennur Road,1232.0,2.0,1.0,83.0,2,6737.012987012987
8772,Super built-up  Area,Raja Rajeshwari Nagar,1550.0,3.0,1.0,86.8,3,5600.0
8773,Super built-up  Area,Whitefield,1227.0,2.0,2.0,70.0,2,5704.9714751426245
8774,Super built-up  Area,Sarjapur  Road,1059.0,2.0,2.0,68.0,2,6421.152030217186
8776,Super built-up  Area,Mahadevpura,1152.0,2.0,1.0,54.0,2,4687.5
8777,Super built-up  Area,Kenchenahalli,870.0,1.0,1.0,45.0,2,5172.413793103448
8778,Super built-up  Area,Panathur,1210.0,2.0,1.0,78.0,2,6446.280991735537
8779,Super built-up  Area,Thanisandra,663.0,1.0,0.0,46.1,1,6953.242835595776
8780,Super built-up  Area,Hennur Gardens,1464.0,2.0,1.0,135.0,3,9221.311475409837
8781,Built-up  Area,Kadubeesanahalli,1365.0,3.0,1.0,80.0,3,5860.805860805861
8782,Super built-up  Area,Whitefield,1704.0,3.0,1.0,120.0,3,7042.2535211267605
8783,Super built-up  Area,Whitefield,1495.0,2.0,2.0,60.55,3,4050.1672240802677
8784,Super built-up  Area,Whitefield,1256.0,2.0,2.0,73.0,2,5812.101910828025
8785,Built-up  Area,Kengeri,883.0,2.0,0.0,49.0,2,5549.263873159683
8786,Built-up  Area,Bisuvanahalli,1080.0,2.0,1.0,45.0,3,4166.666666666667
8788,Super built-up  Area,9th Phase JP Nagar,1073.0,2.0,1.0,52.36,2,4879.77632805219
8789,Super built-up  Area,Rajaji Nagar,3000.0,6.0,3.0,250.0,6,8333.333333333334
8790,Super built-up  Area,Doddabommasandra,1300.0,2.0,3.0,32.0,2,2461.5384615384614
8791,Built-up  Area,Thanisandra,662.0,1.0,0.0,45.0,1,6797.583081570997
8792,Super built-up  Area,Kumara Park,1200.0,2.0,2.0,75.0,2,6250.0
8793,Built-up  Area,5th Phase JP Nagar,1550.0,3.0,3.0,75.0,3,4838.709677419355
8794,Super built-up  Area,7th Block Jayanagar,1707.0,3.0,2.0,171.0,3,10017.574692442882
8795,Super built-up  Area,Banashankari,1310.0,2.0,2.0,80.43,2,6139.69465648855
8796,Super built-up  Area,Sarjapur  Road,1577.0,3.0,2.0,65.0,3,4121.750158528852
8797,Super built-up  Area,Kodigehaali,1324.0,3.0,2.0,65.0,3,4909.365558912386
8798,Super built-up  Area,Kothanur,1786.0,2.0,2.0,106.0,3,5935.05039193729
8799,Super built-up  Area,Harlur,1174.0,2.0,1.0,75.0,2,6388.415672913117
8800,Super built-up  Area,Kamala Nagar,565.0,1.0,1.0,33.0,1,5840.70796460177
8801,Super built-up  Area,7th Phase JP Nagar,1400.0,2.0,1.0,95.0,3,6785.714285714285
8802,Built-up  Area,Electronic City,635.0,1.0,1.0,28.0,1,4409.4488188976375
8804,Super built-up  Area,8th Phase JP Nagar,1368.0,2.0,1.0,54.71,3,3999.2690058479534
8805,Super built-up  Area,Kanakpura Road,1450.0,3.0,3.0,55.0,3,3793.103448275862
8806,Super built-up  Area,Devanahalli,1045.0,2.0,2.0,48.0,2,4593.301435406698
8807,Super built-up  Area,Electronic City,1128.0,2.0,1.0,65.4,2,5797.8723404255325
8808,Built-up  Area,Bhoganhalli,1125.0,2.0,1.0,54.0,2,4800.0
8809,Super built-up  Area,Whitefield,1195.0,2.0,1.0,62.38,2,5220.083682008368
8811,Plot  Area,Kaggadasapura,1350.0,2.0,0.0,105.0,3,7777.777777777777
8812,Super built-up  Area,Domlur,1740.0,3.0,0.0,120.0,3,6896.551724137931
8813,Super built-up  Area,Bommasandra,877.0,2.0,1.0,29.0,2,3306.72748004561
8814,Built-up  Area,Whitefield,1770.0,4.0,1.0,68.0,3,3841.80790960452
8815,Super built-up  Area,Yelahanka New Town,450.0,1.0,1.0,15.0,1,3333.3333333333335
8816,Plot  Area,tc.palya,1000.0,2.0,1.0,55.0,2,5500.0
8817,Super built-up  Area,Whitefield,1300.0,2.0,2.0,78.0,2,6000.0
8818,Super built-up  Area,Doddathoguru,1300.0,2.0,1.0,42.0,3,3230.769230769231
8819,Super built-up  Area,Abbigere,985.0,2.0,1.0,40.39,2,4100.507614213198
8820,Built-up  Area,Chikkathoguru,1045.0,2.0,2.0,42.0,2,4019.1387559808613
8821,Super built-up  Area,Chelekare,1250.0,2.0,1.0,62.4,2,4992.0
8822,Plot  Area,Bande Nallasandra,2400.0,4.0,1.0,130.0,3,5416.666666666667
8823,Super built-up  Area,Haralur Road,1194.0,2.0,2.0,46.0,2,3852.5963149078725
8824,Super built-up  Area,Kanakpura Road,1420.0,3.0,3.0,68.0,3,4788.732394366197
8825,Built-up  Area,Sector 1 HSR Layout,1720.0,3.0,3.0,83.0,3,4825.581395348837
8826,Super built-up  Area,Rachenahalli,1530.0,2.0,2.0,74.4,3,4862.745098039216
8827,Plot  Area,Anandapura,1200.0,2.0,0.0,66.0,3,5500.0
8828,Super built-up  Area,Whitefield,1570.0,3.0,3.0,88.0,3,5605.095541401274
8829,Super built-up  Area,Sarjapur  Road,1157.0,2.0,1.0,74.0,3,6395.851339671564
8831,Super built-up  Area,Kanakapura,1120.0,2.0,2.0,39.2,2,3500.0000000000005
8832,Super built-up  Area,Kenchenahalli,1150.0,2.0,2.0,60.0,2,5217.391304347826
8833,Plot  Area,Hebbal Kempapura,2400.0,5.0,2.0,200.0,5,8333.333333333334
8834,Super built-up  Area,Bannerghatta Road,1215.0,2.0,1.0,68.0,2,5596.707818930041
8835,Super built-up  Area,Bhoganhalli,1444.0,2.0,1.0,75.97,2,5261.0803324099725
8836,Super built-up  Area,6th Phase JP Nagar,2003.0,3.0,3.0,200.0,3,9985.022466300548
8837,Carpet  Area,Thirumenahalli,1100.0,2.0,2.0,70.0,2,6363.636363636364
8838,Super built-up  Area,Kodichikkanahalli,900.0,2.0,1.0,42.0,2,4666.666666666667
8839,Super built-up  Area,Talaghattapura,1372.0,2.0,1.0,43.9,3,3199.708454810496
8840,Plot  Area,Chikka Tirupathi,4500.0,5.0,3.0,150.0,4,3333.3333333333335
8841,Super built-up  Area,Bisuvanahalli,1180.0,2.0,1.0,55.5,3,4703.389830508475
8842,Super built-up  Area,Electronic City,1096.0,2.0,2.0,39.0,2,3558.394160583942
8843,Super built-up  Area,Yeshwanthpur,2504.0,3.0,3.0,138.0,3,5511.182108626198
8844,Super built-up  Area,2nd Phase Judicial Layout,1350.0,2.0,2.0,47.25,3,3500.0
8845,Built-up  Area,Raghuvanahalli,420.0,1.0,1.0,23.5,1,5595.238095238095
8846,Super built-up  Area,Hennur Road,1832.0,3.0,1.0,116.0,3,6331.8777292576415
8848,Built-up  Area,Vasanthapura,940.0,2.0,1.0,40.0,2,4255.31914893617
8850,Built-up  Area,Electronic City Phase II,1020.0,2.0,1.0,29.45,2,2887.2549019607845
8851,Built-up  Area,Abbigere,2500.0,6.0,0.0,81.0,6,3240.0
8852,Super built-up  Area,Raja Rajeshwari Nagar,1400.0,2.0,2.0,45.0,2,3214.285714285714
8853,Built-up  Area,HAL Layout,1675.0,3.0,2.0,65.0,3,3880.597014925373
8854,Super built-up  Area,Tumkur Road,708.0,2.0,1.0,32.0,2,4519.774011299435
8855,Super built-up  Area,Channasandra,1123.0,2.0,1.0,36.0,2,3205.699020480855
8856,Super built-up  Area,Talaghattapura,1100.0,2.0,1.0,49.49,2,4499.090909090909
8857,Super built-up  Area,Upkar Layout,1225.0,2.0,2.0,71.05,2,5800.0
8858,Super built-up  Area,Lingadheeranahalli,1683.0,3.0,1.0,140.0,3,8318.478906714201
8859,Super built-up  Area,Kengeri Satellite Town,410.0,1.0,1.0,15.0,1,3658.5365853658536
